case_id,record_id,task_type,scenario_family,candidate_agent,candidate_cluster_type,task_profile,contextual_warning,expected_action,expected_reason,expected_safe_host,utility
S4_ALI_00716_C2,ALI_00716,background_stream_analytics,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.21 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2559
S4_ALI_00716_C3,ALI_00716,background_stream_analytics,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.21 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3954
S4_ALI_00716_C4,ALI_00716,background_stream_analytics,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.21 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2741
S4_ALI_00716_C5,ALI_00716,background_stream_analytics,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type unknown as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.21 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0619
S4_ALI_00717_C1,ALI_00717,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1790
S4_ALI_00717_C2,ALI_00717,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2240
S4_ALI_00717_C3,ALI_00717,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3185
S4_ALI_00717_C4,ALI_00717,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2422
S4_ALI_00717_C5,ALI_00717,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.48 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0300
S4_ALI_00718_C1,ALI_00718,generative_ai_stream_inference,data_drift,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.2195
S4_ALI_00718_C2,ALI_00718,generative_ai_stream_inference,data_drift,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1574
S4_ALI_00718_C3,ALI_00718,generative_ai_stream_inference,data_drift,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3302
S4_ALI_00718_C4,ALI_00718,generative_ai_stream_inference,data_drift,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.2786
S4_ALI_00718_C5,ALI_00718,generative_ai_stream_inference,data_drift,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 2.00 GPU units and has observed duration 0.09 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.1794
S4_ALI_00719_C1,ALI_00719,generative_ai_stream_inference,data_drift,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1476
S4_ALI_00719_C2,ALI_00719,generative_ai_stream_inference,data_drift,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts; drift_sensitive_cluster_state,refuse,data_drift,NONE,0.1306
S4_ALI_00719_C3,ALI_00719,generative_ai_stream_inference,data_drift,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.3033
S4_ALI_00719_C4,ALI_00719,generative_ai_stream_inference,data_drift,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.2517
S4_ALI_00719_C5,ALI_00719,generative_ai_stream_inference,data_drift,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 0.13 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: drift_awareness, genai_acceleration.",lower-urgency stream analytics may hide delayed workload bursts,refuse,resource_overload,NONE,0.1526
S4_ALI_00720_C1,ALI_00720,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.2456
S4_ALI_00720_C2,ALI_00720,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2906
S4_ALI_00720_C3,ALI_00720,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.4301
S4_ALI_00720_C4,ALI_00720,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3538
S4_ALI_00720_C5,ALI_00720,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0966
S4_ALI_00721_C1,ALI_00721,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 13.42 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1938
S4_ALI_00721_C2,ALI_00721,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 13.42 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2337
S4_ALI_00721_C3,ALI_00721,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 13.42 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3922
S4_ALI_00721_C4,ALI_00721,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 13.42 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2582
S4_ALI_00721_C5,ALI_00721,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 13.42 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0366
S4_ALI_00722_C1,ALI_00722,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1807
S4_ALI_00722_C2,ALI_00722,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2258
S4_ALI_00722_C3,ALI_00722,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3203
S4_ALI_00722_C4,ALI_00722,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2440
S4_ALI_00722_C5,ALI_00722,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 4.41 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0318
S4_ALI_00723_C1,ALI_00723,computer_vision_stream,unseen_task,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.97 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,refuse,latency_risk,A3,0.4246
S4_ALI_00723_C2,ALI_00723,computer_vision_stream,unseen_task,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.97 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,refuse,latency_risk,A3,0.3804
S4_ALI_00723_C3,ALI_00723,computer_vision_stream,unseen_task,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.97 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,accept,best_utility_feasible,A3,0.4938
S4_ALI_00723_C4,ALI_00723,computer_vision_stream,unseen_task,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.97 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,refuse,latency_risk,A3,0.3996
S4_ALI_00723_C5,ALI_00723,computer_vision_stream,unseen_task,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.97 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,refuse,latency_risk,A3,0.3334
S4_ALI_00724_C1,ALI_00724,computer_vision_stream,unseen_task,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.95 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,refuse,priority_requirement,A3,0.4154
S4_ALI_00724_C2,ALI_00724,computer_vision_stream,unseen_task,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.95 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,refuse,latency_risk,A3,0.3942
S4_ALI_00724_C3,ALI_00724,computer_vision_stream,unseen_task,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.95 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,accept,best_utility_feasible,A3,0.5604
S4_ALI_00724_C4,ALI_00724,computer_vision_stream,unseen_task,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.95 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,refuse,priority_requirement,A3,0.4486
S4_ALI_00724_C5,ALI_00724,computer_vision_stream,unseen_task,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.07 GPU units and has observed duration 23.95 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: high_bandwidth, low_latency, priority_awareness.",,refuse,latency_risk,A3,0.3472
S4_ALI_00725_C1,ALI_00725,computer_vision_stream,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.46 GPU units and has observed duration 8.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,conflict_risk,A3,0.2413
S4_ALI_00725_C2,ALI_00725,computer_vision_stream,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.46 GPU units and has observed duration 8.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,A3,0.2812
S4_ALI_00725_C3,ALI_00725,computer_vision_stream,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.46 GPU units and has observed duration 8.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,accept,best_utility_feasible,A3,0.4396
S4_ALI_00725_C4,ALI_00725,computer_vision_stream,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.46 GPU units and has observed duration 8.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,A3,0.3507
S4_ALI_00725_C5,ALI_00725,computer_vision_stream,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type cv as an edge stream task. The workload requests 0.46 GPU units and has observed duration 8.24 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, high_bandwidth, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,A3,0.0840
S4_ALI_00726_C1,ALI_00726,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.04 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.2141
S4_ALI_00726_C2,ALI_00726,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.04 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2592
S4_ALI_00726_C3,ALI_00726,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.04 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.3987
S4_ALI_00726_C4,ALI_00726,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.04 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention,refuse,resource_overload,NONE,0.2774
S4_ALI_00726_C5,ALI_00726,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority training workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 2.04 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention; resource_contention_risk,refuse,resource_overload,NONE,0.0652
S4_ALI_00727_C1,ALI_00727,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 21.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1598
S4_ALI_00727_C2,ALI_00727,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 21.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.1998
S4_ALI_00727_C3,ALI_00727,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 21.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3134
S4_ALI_00727_C4,ALI_00727,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 21.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2242
S4_ALI_00727_C5,ALI_00727,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a high-priority online inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 21.43 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, low_latency, priority_awareness, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,latency_risk,NONE,0.0278
S4_ALI_00728_C1,ALI_00728,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 7.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.2292
S4_ALI_00728_C2,ALI_00728,generative_ai_stream_inference,conflict_resolution,A2,energy_efficient_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 7.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2293
S4_ALI_00728_C3,ALI_00728,generative_ai_stream_inference,conflict_resolution,A3,low_latency_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 7.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.3688
S4_ALI_00728_C4,ALI_00728,generative_ai_stream_inference,conflict_resolution,A4,privacy_trusted_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 7.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information,refuse,resource_overload,NONE,0.2925
S4_ALI_00728_C5,ALI_00728,generative_ai_stream_inference,conflict_resolution,A5,burstable_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 7.89 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.0803
S4_ALI_00729_C1,ALI_00729,generative_ai_stream_inference,conflict_resolution,A1,general_gpu_edge,"Deploy a lower-priority offline inference workload of type genai as an edge stream task. The workload requests 1.00 GPU units and has observed duration 1.99 hours. Evaluate resource availability, latency risk, scheduling delay, and requirements: conflict_awareness, genai_acceleration, resource_reservation.",high scheduling delay or readiness failure indicates resource contention;negative ready delay indicates missing or abnormal readiness information; resource_contention_risk,refuse,resource_overload,NONE,0.1520
